"FROM","TO","n"
"142802","141403",10
"142802","142801",115
"142802","142807",46
"142802","142808",14
"142802","143201",35
"142802","143203",15
"142802","143204",53
"142802","146501",164
"142803","142801",103
"142803","142807",43
"142803","142808",18
"142803","146201",13
"142803","146501",134
"142804","142801",175
"142804","142803",13
"142804","142805",14
"142804","142807",92
"142804","142808",25
"142804","143201",22
"142804","143204",10
"142804","143206",10
"142804","146501",212
"142805","100501",18
"142805","142801",201
"142805","142807",99
"142805","142808",70
"142805","143201",54
"142805","143203",14
"142805","143206",12
"142805","143801",16
"142805","146501",373
"142806","142801",96
"142806","142807",43
"142806","142808",11
"142806","146501",121
"142807","140503",11
"142807","142801",341
"142807","142802",18
"142807","142803",13
"142807","142804",19
"142807","142805",19
"142807","142806",12
"142807","142808",145
"142807","143201",94
"142807","143203",40
"142807","143204",14
"142807","143206",42
"142807","143801",10
"142807","143802",11
"142807","146301",10
"142807","146501",483
"142807","246101",11
"142808","140503",26
"142808","140504",17
"142808","141505",10
"142808","141705",21
"142808","142102",16
"142808","142104",13
"142808","142801",72
"142808","142802",11
"142808","142807",65
"142808","143201",182
"142808","143203",50
"142808","143204",32
"142808","143206",89
"142808","143207",11
"142808","143801",16
"142808","143802",15
"142808","146501",769
"142808","246101",16
"142808","246901",10
"142808","302107",10
"142901","142606",12
"142901","142608",10
"142901","142610",24
"142901","142902",99
"142901","142904",48
"142901","142905",33
"142901","142906",51
"142901","142907",42
"142901","142908",98
"142901","142909",12
"142901","143301",89
"142901","143306",10
"142901","146401",87
"142901","146501",230
"142901","201303",11
"142902","142610",42
"142902","142901",179
"142902","142908",19
"142902","146401",29
"142902","146501",41
"142903","142901",32
"142903","142905",15
"142903","143412",11
"142903","146501",28
"142903","201303",13
"142904","142901",221
"142904","142907",13
"142904","142908",118
"142904","143301",12
"142904","146401",13
"142904","146501",63
"142905","142901",207
"142905","142903",11
"142905","142905",114
"142905","142908",13
"142905","146501",88
"142906","142901",313
"142906","142902",14
"142906","142904",16
"142906","142907",11
"142906","142908",34
"142906","146401",16
"142906","146501",70
"142907","142901",320
"142907","142908",42
"142907","143301",17
"142907","146501",46
"142908","142901",625
"142908","142902",18
"142908","142907",12
"142908","143301",52
"142908","146401",22
"142908","146501",104
"142909","142901",185
"142909","142903",15
"142909","142905",14
"142909","142907",21
"142909","142908",20
"142909","143301",15
"142909","146501",57
"142909","201303",11
"143001","101201",11
"143001","142301",12
"143001","142306",23
"143001","143005",161
"143001","146301",38
"143001","146501",55
"143001","261001",59
"143001","266101",10
"143002","066301",10
"143002","142511",20
"143002","143004",10
"143002","143005",145
"143002","146301",89
"143002","146501",88
"143002","261001",49
"143002","266101",16
"143003","066301",12
"143003","142511",20
"143003","143002",24
"143003","143005",43
"143003","146301",39
"143003","146501",60
"143003","261001",48
"143003","261101",78
"143004","142507",31
"143004","142512",14
"143004","143005",48
"143004","146301",153
"143004","146501",61
"143004","261001",12
"143005","142511",11
"143005","143001",37
"143005","143002",33
"143005","143003",12
"143005","143004",61
"143005","143005",261
"143005","146301",140
"143005","146501",183
"143005","261001",154
"143005","261002",10
"143005","261101",12
"143005","266101",18
"143201","140501",22
"143201","140503",12
"143201","140504",80
"143201","142102",49
"143201","142103",34
"143201","142104",12
"143201","142105",35
"143201","142106",12
"143201","142808",10
"143201","143201",386
"143201","143204",59
"143201","143206",309
"143201","143207",13
"143201","143802",24
"143201","146501",1294
"143201","246101",16
"143201","246901",12
"143201","302107",99
"143202","142102",10
"143202","143205",20
"143202","143206",33
"143202","143207",65
"143202","146501",843
"143203","140504",11
"143203","142801",23
"143203","142807",22
"143203","142808",26
"143203","143201",63
"143203","143204",80
"143203","143206",51
"143203","143207",11
"143203","146501",213
"143204","140504",22
"143204","141505",13
"143204","141804",13
"143204","142102",21
"143204","142105",10
"143204","143201",122
"143204","143202",19
"143204","143203",25
"143204","143206",118
"143204","143207",89
"143204","146501",659
"143204","302107",10
"143205","126101",11
"143205","141401",16
"143205","141402",68
"143205","142106",11
"143205","143202",25
"143205","143205",142
"143205","143206",39
"143205","143207",21
"143205","146501",1862
"143206","126101",14
"143206","140501",11
"143206","141804",11
"143206","142101",12
"143206","142102",103
"143206","142103",14
"143206","142104",30
"143206","142105",10
"143206","142106",16
"143206","143201",108
"143206","143204",10
"143206","143205",10
"143206","143206",452
"143206","143207",88
"143206","146501",1929
"143206","246101",50
"143206","246901",24
"143206","302107",19
"143207","126101",12
"143207","141804",25
"143207","142101",10
"143207","142102",39
"143207","142105",16
"143207","143201",23
"143207","143202",58
"143207","143204",44
"143207","143205",25
"143207","143206",165
"143207","146501",1476
"143207","246901",13
"143301","141201",13
"143301","142901",56
"143301","143303",40
"143301","143304",112
"143301","143306",44
"143301","143308",17
"143301","143309",28
"143301","146401",34
"143301","146501",202
"143302","141201",17
"143302","141209",24
"143302","142901",19
"143302","143301",44
"143302","143304",11
"143302","143309",11
"143302","146401",26
"143302","146501",80
"143303","141206",10
"143303","142901",11
"143303","143301",119
"143303","143304",30
"143303","143305",11
"143303","146501",160
"143304","141201",10
"143304","142901",54
"143304","143301",512
"143304","143306",24
"143304","143309",15
"143304","146401",26
"143304","146501",123
"143304","302403",63
"143305","106101",26
"143305","142901",30
"143305","143301",92
"143305","143305",142
"143305","143307",11
"143305","143308",21
"143305","143402",44
"143305","143403",10
"143305","143404",47
"143305","143406",13
"143305","143412",47
"143305","143505",82
"143305","146401",12
"143305","146501",1136
"143305","302403",14
"143306","142901",65
"143306","143301",147
"143306","143304",20
"143306","146501",51
"143306","302403",13
"143307","141601",26
"143307","141605",10
"143307","143301",12
"143307","143305",19
"143307","143308",25
"143307","143402",10
"143307","143404",13
"143307","143412",15
"143307","146501",299
"143308","141704",16
"143308","142901",10
"143308","143301",77
"143308","143304",16
"143308","143305",16
"143308","143307",10
"143308","143404",11
"143308","146501",209
"143308","302403",13
"143309","141201",15
"143309","143301",39
"143309","146501",59
"143401","126101",17
"143401","140803",14
"143401","140805",11
"143401","141804",18
"143401","143402",77
"143401","143403",90
"143401","143404",242
"143401","143407",14
"143401","143409",51
"143401","143412",436
"143401","146501",2061
"143402","026401",12
"143402","106101",13
"143402","126101",16
"143402","140801",14
"143402","140803",13
"143402","141215",12
"143402","141708",11
"143402","141804",23
"143402","142102",23
"143402","142105",12
"143402","142106",38
"143402","143205",16
"143402","143206",15
"143402","143207",12
"143402","143401",27
"143402","143403",89
"143402","143404",99
"143402","143409",76
"143402","143412",75
"143402","146501",2928
"143402","246901",12
"143402","306401",11
"143403","026401",20
"143403","046301",10
"143403","126101",28
"143403","140801",10
"143403","141201",14
"143403","141702",12
"143403","141708",21
"143403","141802",11
"143403","141803",11
"143403","141804",65
"143403","142102",40
"143403","142104",10
"143403","142106",35
"143403","143205",24
"143403","143206",16
"143403","143401",36
"143403","143402",100
"143403","143404",112
"143403","143409",33
"143403","143412",72
"143403","146501",3842
"143403","226101",16
"143403","246901",14
"143403","306401",20
"143404","126101",10
"143404","141804",14
"143404","142106",14
"143404","143401",78
"143404","143402",68
"143404","143403",68
"143404","143409",28
"143404","143412",130
"143404","146501",1582
"143405","140803",28
"143405","141804",10
"143405","143402",61
"143405","143403",13
"143405","143404",18
"143405","143407",10
"143405","143409",129
"143405","143412",32
"143405","143506",14
"143405","146501",504
"143406","143301",11
"143406","143305",23
"143406","143401",12
"143406","143402",17
"143406","143403",16
"143406","143404",19
"143406","143407",13
"143406","143411",27
"143406","143412",61
"143406","146501",453
"143407","140803",24
"143407","141804",13
"143407","143401",48
"143407","143402",29
"143407","143403",28
"143407","143404",76
"143407","143405",15
"143407","143409",97
"143407","143411",10
"143407","143412",243
"143407","146201",26
"143407","146501",754
"143408","141207",15
"143408","141215",31
"143408","143401",45
"143408","143402",12
"143408","143403",15
"143408","143404",85
"143408","143409",48
"143408","143412",266
"143408","146501",322
"143409","140801",10
"143409","140803",62
"143409","141804",42
"143409","142102",11
"143409","143401",67
"143409","143402",202
"143409","143403",69
"143409","143404",76
"143409","143405",51
"143409","143409",251
"143409","143412",299
"143409","143505",31
"143409","143801",11
"143409","146501",1862
"143410","141201",29
"143410","143411",14
"143410","143412",16
"143410","146501",98
"143411","142901",20
"143411","143401",102
"143411","143402",33
"143411","143403",56
"143411","143404",151
"143411","143405",17
"143411","143407",53
"143411","143409",85
"143411","143411",130
"143411","143412",421
"143411","146501",1828
"143412","026401",11
"143412","046301",25
"143412","126101",12
"143412","140803",67
"143412","140805",12
"143412","141215",12
"143412","141802",10
"143412","141804",37
"143412","142102",10
"143412","142106",15
"143412","143206",12
"143412","143401",400
"143412","143402",141
"143412","143403",162
"143412","143404",472
"143412","143407",52
"143412","143408",31
"143412","143409",250
"143412","143411",16
"143412","143412",528
"143412","143505",10
"143412","146201",11
"143412","146501",3983
"143412","306401",17
"143501","141601",21
"143501","143402",16
"143501","143505",309
"143501","146501",243
"143501","246101",79
"143502","143501",47
"143502","143503",23
"143502","143504",12
"143502","143505",197
"143502","146401",12
"143502","146501",225
"143502","246101",34
"143503","142402",10
"143503","143501",13
"143503","143504",16
"143503","143505",259
"143503","146501",192
"143503","246101",78
"143504","143402",10
"143504","143505",180
"143504","146501",124
"143504","246101",30
"143505","140611",21
"143505","141601",14
"143505","141804",11
"143505","142102",22
"143505","142404",15
"143505","143402",71
"143505","143405",11
"143505","143409",64
"143505","143412",63
"143505","143501",109
"143505","143502",21
"143505","143503",103
"143505","143504",124
"143505","143505",732
"143505","143506",74
"143505","146201",11
"143505","146501",1316
"143505","220404",11
"143505","246101",86
"143505","306401",13
"143506","141804",13
"143506","143401",16
"143506","143402",16
"143506","143404",13
"143506","143405",20
"143506","143409",16
"143506","143412",24
"143506","143505",58
"143506","146501",342
"143601","141801",19
"143601","142510",26
"143601","143605",41
"143601","146301",85
"143601","146501",37
"143602","061401",23
"143602","140504",10
"143602","140701",14
"143602","140705",116
"143602","143605",53
"143602","146301",19
"143602","146501",77
"143602","261001",11
"143603","061401",102
"143603","061403",28
"143603","061409",33
"143603","143605",100
"143603","146401",12
"143603","146501",72
"143604","142510",14
"143604","143605",65
"143604","146301",58
"143604","146501",40
"143605","061401",36
"143605","061409",10
"143605","140705",38
"143605","143601",10
"143605","143602",40
"143605","143603",54
